how many azure items does the other network have? 	you have twelve pink cashews, you have ten maroon carrots, you have eighteen azure persimmons 	eighteen 	azure
how many purple items does the other network have? 	you have two purple clementines, you have five ruby squashes, you have seventeen lavender melons, you have two indigo haricots, you have nineteen yellow lingonberries, you have eleven orange sprouts, you have two purple pears, you have eight azure carrots, you have two purple yams 	two 	purple
how many lime items does the other network have? 	you have six lime potatoes, you have twelve cyan plantains, you have eleven lavender clementines, you have six black chestnuts, you have sixteen lime tangelos, you have ten lime leeks 	sixteen 	lime
how many cyan items does the other network have? 	you have nineteen cyan plantains, you have five magenta pineapples, you have nine coral beets, you have two cyan boysenberries, you have seventeen beige watermelons, you have thirteen cyan brussels sprouts, you have four cyan sapotes, you have nineteen cyan tomatillos, you have fourteen gold nectarines 	nineteen 	cyan
how many khaki items does the other network have? 	you have twenty green beets, you have nine olive quinces, you have twenty khaki tomatillos 	twenty 	khaki
how many lavender items does the other network have? 	you have thirteen silver chili peppers, you have eight lavender walnuts, you have nineteen yellow grapefruits 	eight 	lavender
how many azure items does the other network have? 	you have fourteen coral pineapples, you have twelve brown black-eyed peas, you have fifteen azure pumpkins, you have fifteen azure potatoes, you have fourteen indigo cucumbers, you have eight purple peanuts 	fifteen 	azure
how many khaki items does the other network have? 	you have three grey cabbages, you have twenty brown radishes, you have one khaki turnip, you have one khaki asparagus, you have one cyan jackfruit, you have fourteen turquoise papayas 	one 	khaki
how many azure items does the other network have? 	you have thirteen lavender clementines, you have fourteen orange pomegranates, you have nine azure persimmons 	nine 	azure
how many khaki items does the other network have? 	you have three lavender plantains, you have five magenta black-eyed peas, you have four khaki onions, you have three black mushrooms, you have four khaki chili peppers, you have eight khaki olives 	eight 	khaki
how many teal items does the other network have? 	you have six turquoise pears, you have sixteen cyan lingonberries, you have ten white sunflower seeds, you have one teal lemon, you have three pink leeks, you have one teal radish 	one 	teal
how many black items does the other network have? 	you have thirteen black boysenberries, you have seven black strawberries, you have nine cyan tangerines, you have twenty black plums, you have six violet eggplants, you have one turquoise pineapple 	twenty 	black
how many khaki items does the other network have? 	you have eighteen silver cranberries, you have ten khaki shallots, you have eleven pink figs, you have ten tan quinces, you have fourteen khaki raspberries, you have four khaki passion fruits 	fourteen 	khaki
how many khaki items does the other network have? 	you have six orange melons, you have four khaki peaches, you have eight crimson pears 	four 	khaki
how many coral items does the other network have? 	you have one coral sapote, you have seventeen lavender dragon fruits, you have nineteen purple persimmons, you have seven turquoise sunflower seeds, you have two coral brussels sprouts, you have one beige pineapple, you have one coral lychee, you have four magenta clementines, you have two coral soybeans 	two 	coral
how many azure items does the other network have? 	you have four lime shallots, you have five azure parsnips, you have fourteen maroon eggplants, you have five azure lentils, you have eighteen brown kohlrabis, you have seventeen white almonds, you have eleven blue tomatillos, you have ten purple ackees, you have five azure potatoes 	five 	azure
how many red items does the other network have? 	you have two red asparagus, you have sixteen red leeks, you have one teal chili pepper, you have ten lavender radishes, you have eight white parsnips, you have eighteen red apples 	eighteen 	red
how many cyan items does the other network have? 	you have seventeen gold cabbages, you have six cyan guavas, you have ten cyan melons, you have eighteen ruby lingonberries, you have four cyan nectarines, you have four silver asparagus 	ten 	cyan
how many khaki items does the other network have? 	you have two khaki passion fruits, you have four khaki beets, you have one khaki currant, you have nine black daikons, you have one khaki pea, you have nine white pineapples, you have six orange melons, you have four khaki peaches, you have eight crimson pears 	four 	khaki
how many olive items does the other network have? 	you have eleven olive apricots, you have twenty ruby pumpkins, you have nineteen brown bananas 	eleven 	olive
how many pink items does the other network have? 	you have seven maroon bananas, you have twelve pink artichokes, you have nine orange pears 	twelve 	pink
how many brown items does the other network have? 	you have eight tan mushrooms, you have five khaki potatoes, you have nineteen brown lingonberries, you have sixteen blue cauliflowers, you have eighteen brown carrots, you have one brown lime 	nineteen 	brown
how many turquoise items does the other network have? 	you have six cyan beets, you have sixteen indigo pistachios, you have thirteen teal cauliflowers, you have twenty turquoise peppers, you have four turquoise longans, you have sixteen turquoise pistachios 	twenty 	turquoise
